UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,Generic classification of degree of abnormality of a neoplasm,Base,Base,ObjectClass,C48056,A substance that dissociates to give hydroxide ions in aqueous solutions; a substance capable of donating a pair of electrons (to an acid) for the formation of a coordinate covalent bond; a substance whose molecule or ion can combine with a proton (hydrogen ion); a substance that combines with acids to form salts.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,Generic classification of degree of abnormality of a neoplasm,Basis,Basis,ObjectClass,C25430,The fundamental assumptions underlying an explanation or a relation that provides the foundation for something.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,Generic classification of degree of abnormality of a neoplasm,Histologic,Histologic,ObjectClass,C25526,Pertaining to the combined microscopic physical features of cells and their surrounding extracellular environment in tissues.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,grade,,Grade,Grade,Property,C48309,A position on a scale of intensity or amount or quality.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,grade,,Histopathologic_Grade,Histologic Grade,Property,C18000,"The degree of abnormality of cancer cells, a measure of differentiation, the extent to which cancer cells are similar in appearance and function to healthy cells of the same tissue type. The degree of differentiation often relates to the clinical behavior of the particular tumor. Based on the microscopic findings, tumor grade is commonly described by one of four degrees of severity. Histopathologic grade of a tumor may be used to plan treatment and estimate the future course, outcome, and overall prognosis of disease. Certain types of cancers, such as soft tissue sarcoma, primary brain tumors, lymphomas, and breast have special grading systems.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,otherGrade,User-entered text specifying a histologic grade that is not included in the listed values,Other_Routes_of_Drug_Administration,Other Route of Administration,Property,C38290,Route of drug administration not specified on this list.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,otherGrade,User-entered text specifying a histologic grade that is not included in the listed values,Grade,Grade,Property,C48309,A position on a scale of intensity or amount or quality.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,otherGrade,User-entered text specifying a histologic grade that is not included in the listed values,Other_Health_Care_Professional,Other Health Care Professional,Property,C53289,Health care professional other than listed in section D5 of FDA MedWatch form 3500A.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.BasicHistologicGrade,otherGrade,User-entered text specifying a histologic grade that is not included in the listed values,Other,Other,Property,C17649,Different than the one(s) previously specified or mentioned.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,The collection of results of testing for breast cancer biomarkers,Breast,Breast,ObjectClass,C12971,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,The collection of results of testing for breast cancer biomarkers,Biomarker,Biomarker,ObjectClass,C16342,"Objectively measurable phenotypic parameters (e.g., specific enzyme concentration, specific hormone concentration, specific gene phenotype, presence of biological substances) that characterize an organism's state of health or disease, likelihood of developing a disease, or response to a particular therapeutic intervention.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,The collection of results of testing for breast cancer biomarkers,Malignant_Neoplasm,Malignant Neoplasm,ObjectClass,C9305,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues.  Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,estrogenReceptor,Pathologist's interpretation of the result of an Estrogen Receptor assay.,Estrogen,Estrogen,Property,C2293,,,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,estrogenReceptor,Pathologist's interpretation of the result of an Estrogen Receptor assay.,Estrogen_Receptor_1,Estrogen Receptor 1,Property,C38361,"Encoded by human ESR1 Gene (NR3 Family) as 2 alternative isoforms, Estrogen Receptor 1 is a ligand-activated nuclear hormone receptor transcription factor composed of an N-terminal transcription activation/modulation domain, a DNA-binding domain, and a C-terminal steroid-binding domain. ESR1 binds DNA as a homodimer or as a heterodimer with ESR2 and interacts with NCOA3, NCOA5, and NCOA6 coactivators. Hormone-ESR1 complexes appear to recognize discrete upstream target ERE DNA sequences to regulate gene expression, cell proliferation, and differentiation. Phosphorylated by cyclin A/CDK2 may enhances transcriptional activity. (NCI)",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,estrogenReceptor,Pathologist's interpretation of the result of an Estrogen Receptor assay.,Receptor,Receptor,Property,C18106,"A receptor is a protein located on the cell surface, or in the cytoplasm, that binds to a specific signaling factor, such as a hormone, antigen, or neurotransmitter, causing a conformational and functional change in the receptor molecule.  The ligand-bound receptor then alters its interaction with target molecules, which leads to changes in cellular physiology through modification of the activity of one or more signal transduction pathways.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,estrogenReceptor,Pathologist's interpretation of the result of an Estrogen Receptor assay.,Estrogen_Receptor,Estrogen Receptor,Property,C17069,"Widely expressed human Estrogen Receptors (NR3 Family) are cytoplasmic hormone-activated receptors that act as nuclear transcription factors composed of an N-terminal transcription activation/modulation domain, a DNA-binding domain, and a C-terminal steroid-binding domain. Binding to DNA as a homo- or heterodimer, ESR interacts with NCOA3, NCOA5, and NCOA6 coactivators. Hormone-ESR complexes appear to recognize discrete upstream target ERE DNA sequences to regulate gene expression, cell proliferation, and differentiation. DNA-binding is lost in the absence of ligand. (NCI)",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,progesteroneReceptor,Pathologist's interpretation of the result of a Progesterone Receptor assay.,Progesterone,Progesterone,Property,C2297,"Produced in the corpus luteum and by the placenta, as an antagonist of estrogens. Promotes proliferation of uterine mucosa and the implantation of the blastocyst, prevents further follicular development.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,progesteroneReceptor,Pathologist's interpretation of the result of a Progesterone Receptor assay.,Receptor,Receptor,Property,C18106,"A receptor is a protein located on the cell surface, or in the cytoplasm, that binds to a specific signaling factor, such as a hormone, antigen, or neurotransmitter, causing a conformational and functional change in the receptor molecule.  The ligand-bound receptor then alters its interaction with target molecules, which leads to changes in cellular physiology through modification of the activity of one or more signal transduction pathways.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,progesteroneReceptor,Pathologist's interpretation of the result of a Progesterone Receptor assay.,Progesterone_Receptor,Progesterone Receptor,Property,C17075,"Specific proteins found in or on cells of progesterone target tissues that specifically combine with progesterone. The cytosol progesterone-receptor complex then associates with the nucleic acids to initiate protein synthesis. There are two kinds of progesterone receptors, A and B. Both are induced by estrogen and have short half-lives.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,progesteroneReceptor,Pathologist's interpretation of the result of a Progesterone Receptor assay.,Therapeutic_Progesterone,Therapeutic Progesterone,Property,C777,"A synthetic form of the endogenous hormone progesterone.  Progesterone binds to the progesterone receptor, resulting in dissociation of heat shock proteins, receptor phosphorylation, and transcription activation through direct or indirect interaction with transcription factors.  This agent exerts inhibitory effects on estrogens by decreasing the number of estrogen receptors and increasing its metabolism to inactive metabolites.  Progesterone induces secretory changes in the endometrium, decreases uterine contractility during pregnancy, and maintains pregnancy. (NCI04)",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,HER2Status,Pathologist's interpretation of the value of a HER2/neu test,Status,Status,Property,C25688,A condition or state at a particular time.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,HER2Status,Pathologist's interpretation of the value of a HER2/neu test,ERBB2_Receptor_Protein-Tyrosine_Kinase,ERBB2 Receptor Protein-Tyrosine Kinase,Property,C17319,"The ERBB2 gene encodes a putative tyrosine kinase growth factor receptor EGFR2, p185 HER2/NEU antigen, similar to the EGF receptor.  The ERBB2, ERBB3, and ERBB4 genes encode heregulin/neuregulin receptors, members of the EGFR-related type I receptor tyrosine kinase subfamily.  The encoded proteins form homo- and heterodimers, which complicates assignment of function: ERBB2 homodimers do not bind heregulin, but ERBB2/ERBB3 heterodimers do.  Herstatin is a secreted alternative ERBB2 product, of the extracellular domain, that binds to p185ERBB2, disrupts ERBB2 dimers, reduces p185 phosphorylation, and inhibits growth.  Human ERBB2 gene is located at 17p12-21.  Overexpression of HER-2 correlates with poor prognosis in breast carcinoma.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,HER2Status,Pathologist's interpretation of the value of a HER2/neu test,ERBB2_wt_Allele,ERBB2 wt Allele,Property,C52166,"Human ERBB2 wild-type allele is located in the vicinity of 17q21.1 and is approximately 29 kb in length. This allele, which encodes receptor tyrosine-protein kinase erbB-2 protein, plays a role in EGF receptor signal transduction pathways and cellular growth. Amplification or overexpression of this gene is involved in the progression of several forms of cancer, including breast and ovarian tumors.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,HER2TestType,The type of HER2 test that resulted in the specified value,Type,Type,Property,C25284,Something distinguishable as an identifiable class based on common qualities.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,HER2TestType,The type of HER2 test that resulted in the specified value,ERBB2_Receptor_Protein-Tyrosine_Kinase,ERBB2 Receptor Protein-Tyrosine Kinase,Property,C17319,"The ERBB2 gene encodes a putative tyrosine kinase growth factor receptor EGFR2, p185 HER2/NEU antigen, similar to the EGF receptor.  The ERBB2, ERBB3, and ERBB4 genes encode heregulin/neuregulin receptors, members of the EGFR-related type I receptor tyrosine kinase subfamily.  The encoded proteins form homo- and heterodimers, which complicates assignment of function: ERBB2 homodimers do not bind heregulin, but ERBB2/ERBB3 heterodimers do.  Herstatin is a secreted alternative ERBB2 product, of the extracellular domain, that binds to p185ERBB2, disrupts ERBB2 dimers, reduces p185 phosphorylation, and inhibits growth.  Human ERBB2 gene is located at 17p12-21.  Overexpression of HER-2 correlates with poor prognosis in breast carcinoma.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,HER2TestType,The type of HER2 test that resulted in the specified value,Test,Laboratory Procedure,Property,C25294,,,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,HER2TestType,The type of HER2 test that resulted in the specified value,ERBB2_wt_Allele,ERBB2 wt Allele,Property,C52166,"Human ERBB2 wild-type allele is located in the vicinity of 17q21.1 and is approximately 29 kb in length. This allele, which encodes receptor tyrosine-protein kinase erbB-2 protein, plays a role in EGF receptor signal transduction pathways and cellular growth. Amplification or overexpression of this gene is involved in the progression of several forms of cancer, including breast and ovarian tumors.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerBiomarkers,EGFRStatus,Pathologist's interpretation of the result of the EGFR test,,,,,,,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,A grading system for breast cancer.,Grade,Grade,ObjectClass,C48309,A position on a scale of intensity or amount or quality.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,A grading system for breast cancer.,Histologic,Histologic,ObjectClass,C25526,Pertaining to the combined microscopic physical features of cells and their surrounding extracellular environment in tissues.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,tubuleFormation,Degree of tubule formation.,Formation,Formation,Property,C25513,The act of forming something or the structure formed.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,tubuleFormation,Degree of tubule formation.,Tubule_Formation,Tubule Formation,Property,C62448,The presence of malignant tubular formations which are thought to represent malignant counterparts of the terminal ductal-lobular units of the breast.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,nuclearPleomorphism,Degree of varation of nuclear shapes,Nuclear_Pleomorphism,Nuclear Pleomorphism,Property,C38721,Having nuclei with various distinct forms.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,nuclearPleomorphism,Degree of varation of nuclear shapes,Nuclear,Nuclear,Property,C13361,Pertaining to the nucleus.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,nuclearPleomorphism,Degree of varation of nuclear shapes,Pleomorphism,Pleomorphism,Property,C17000,Having different forms at different stages of the life cycle.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,mitoticCount,An index of mitotic activity performed by counting and averaging the number mitoses within a specified area.,Mitotic,Mitotic,Property,C37993,Pertaining to mitosis.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,mitoticCount,An index of mitotic activity performed by counting and averaging the number mitoses within a specified area.,Mitotic_Count,Mitotic Count,Property,C47864,"The number of mitoses identified under the microscope in tumors.  It is one of the parameters that determine the grade of malignant tumors.  The method of counting varies, according to the specific tumor examined.  Usually the mitotic count is determined based on the number of mitoses per high power field (40X) or 10 high power fields.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,mitoticCount,An index of mitotic activity performed by counting and averaging the number mitoses within a specified area.,Count,Count,Property,C25463,To determine the number or amount of something; the result of this activity.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,totalScore,"Sum of nuclear pleomorphism, tubule formation, and mitotic count grades.",Score,Score,Property,C25338,"A number or range of numeric values measuring performance, function, quality, or ability.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,totalScore,"Sum of nuclear pleomorphism, tubule formation, and mitotic count grades.",Total,Total,Property,C25304,"Pertaining to an entirety or whole, also constituting the full quantity or extent; complete; derived by addition.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,totalScoreMVR,Indicates the reason that Nottingham Histopathologic Grade totalScore is missing,Score,Score,Property,C25338,"A number or range of numeric values measuring performance, function, quality, or ability.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,totalScoreMVR,Indicates the reason that Nottingham Histopathologic Grade totalScore is missing,Missing_Value_Reason,Missing Value Reason,Property,C48655,"A specific reason explaining why a meaningful value is not available.  A meaningful value answers the question posed by a Data Element Concept.  In contrast, a Missing Value Reason answers the implicit question ""Why is there no 'meaningful' value?"", when there is none.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.NottinghamHistologicGrade,totalScoreMVR,Indicates the reason that Nottingham Histopathologic Grade totalScore is missing,Total,Total,Property,C25304,"Pertaining to an entirety or whole, also constituting the full quantity or extent; complete; derived by addition.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,Description of a surgical pathologic specimen resulting from a surgical procedure for breast cancer; does not include Protected Health Information,Breast,Breast,ObjectClass,C12971,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,Description of a surgical pathologic specimen resulting from a surgical procedure for breast cancer; does not include Protected Health Information,Specimen,Specimen,ObjectClass,C19157,"A part of a thing, or of several things, taken to demonstrate or to determine the character of the whole, e.g. a substance, or portion of material obtained for use in testing, examination, or study; particularly, a preparation of tissue or bodily fluid taken for examination or diagnosis.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,Description of a surgical pathologic specimen resulting from a surgical procedure for breast cancer; does not include Protected Health Information,Characteristics,Characteristic,ObjectClass,C25447,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,lymphNodeSamplingProcedure,Type of lymph node sampling performed.,Sampling,Sampling,Property,C25662,"The selection and obtaining of small representative quantities of biological material for the purpose of analysis; also, in biomedical statistics, sampling is the selection and implementation of statistical observations in order to estimate properties of an underlying population; also, in environmental science, the collection of representative specimens analyzed to characterize site conditions.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,lymphNodeSamplingProcedure,Type of lymph node sampling performed.,Procedure,Procedure,Property,C25218,A particular course of action intended to achieve a result.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,lymphNodeSamplingProcedure,Type of lymph node sampling performed.,Node,Node,Property,C45804,Any bulge or swelling of an anatomical structure or part.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,lymphNodeSamplingProcedure,Type of lymph node sampling performed.,Lymph,Lymph,Property,C13252,"A clear, transparent, sometimes faintly yellow and slightly opalescent fluid that is collected from the tissues throughout the body, flows in the lymphatic vessels (through the lymph nodes), and is eventually added to the venous blood circulation. Lymph consists of a clear liquid portion, varying numbers of white blood cells (chiefly lymphocytes), and a few red blood cells.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,laterality,Type of lymph node sampling performed,Laterality,Laterality,Property,C25185,Dominant use or manifestations of one side of the body versus the other; referring to a side of the body or of a structure.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,lateralityMVR,Indicates the reason that Breast Surgical Pathology Specimen laterality is missing,Laterality,Laterality,Property,C25185,Dominant use or manifestations of one side of the body versus the other; referring to a side of the body or of a structure.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastSpecimenCharacteristics,lateralityMVR,Indicates the reason that Breast Surgical Pathology Specimen laterality is missing,Missing_Value_Reason,Missing Value Reason,Property,C48655,"A specific reason explaining why a meaningful value is not available.  A meaningful value answers the question posed by a Data Element Concept.  In contrast, a Missing Value Reason answers the implicit question ""Why is there no 'meaningful' value?"", when there is none.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,A system used to grade invasive breast carcinomas which is not the Nottingham Histologic Grade.,Breast,Breast,ObjectClass,C12971,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,A system used to grade invasive breast carcinomas which is not the Nottingham Histologic Grade.,Grade,Grade,ObjectClass,C48309,A position on a scale of intensity or amount or quality.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,A system used to grade invasive breast carcinomas which is not the Nottingham Histologic Grade.,Histologic,Histologic,ObjectClass,C25526,Pertaining to the combined microscopic physical features of cells and their surrounding extracellular environment in tissues.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,A system used to grade invasive breast carcinomas which is not the Nottingham Histologic Grade.,Malignant_Neoplasm,Malignant Neoplasm,ObjectClass,C9305,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues.  Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,A system used to grade invasive breast carcinomas which is not the Nottingham Histologic Grade.,Other,Other,ObjectClass,C17649,Different than the one(s) previously specified or mentioned.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,systemName,"The commonly used name of the scoring system, often eponymic.",System_LOINC_Axis_4,"System, LOINC Axis 4",Property,C40568,"The physical environment (milieu, context) within which an observation is made.  For example, the system in which a sodium concentration is measured could be a urine sample, serum sample, or a plasma sample.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,systemName,"The commonly used name of the scoring system, often eponymic.",Device_Component_System,Device Component System,Property,C50311,,,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,systemName,"The commonly used name of the scoring system, often eponymic.",Name,Person Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,systemName,"The commonly used name of the scoring system, often eponymic.",System,System,Property,C25700,A group of independent but interrelated elements comprising a unified whole.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,score,"The commonly used name of the scoring system, often eponymic",Score,Score,Property,C25338,"A number or range of numeric values measuring performance, function, quality, or ability.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,scoreMVR,Indicates the reason that Other Histopathologic Grade score is missing,Score,Score,Property,C25338,"A number or range of numeric values measuring performance, function, quality, or ability.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,scoreMVR,Indicates the reason that Other Histopathologic Grade score is missing,Missing_Value_Reason,Missing Value Reason,Property,C48655,"A specific reason explaining why a meaningful value is not available.  A meaningful value answers the question posed by a Data Element Concept.  In contrast, a Missing Value Reason answers the implicit question ""Why is there no 'meaningful' value?"", when there is none.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,mitoticCount,The number of mitoses per 10 high powered fields,Mitotic,Mitotic,Property,C37993,Pertaining to mitosis.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,mitoticCount,The number of mitoses per 10 high powered fields,Mitotic_Count,Mitotic Count,Property,C47864,"The number of mitoses identified under the microscope in tumors.  It is one of the parameters that determine the grade of malignant tumors.  The method of counting varies, according to the specific tumor examined.  Usually the mitotic count is determined based on the number of mitoses per high power field (40X) or 10 high power fields.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.OtherBreastCancerHistologicGrade,mitoticCount,The number of mitoses per 10 high powered fields,Count,Count,Property,C25463,To determine the number or amount of something; the result of this activity.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,TNM finding of the American Joint Committee on Cancer (AJCC) and Internation Union Against Cancer (UICC) recommended classification system for breast cancers.,Breast,Breast,ObjectClass,C12971,One of two hemispheric projections of variable size situated in the subcutaneous layer over the pectoralis major muscle on either side of the chest.,NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,TNM finding of the American Joint Committee on Cancer (AJCC) and Internation Union Against Cancer (UICC) recommended classification system for breast cancers.,Malignant_Neoplasm,Malignant Neoplasm,ObjectClass,C9305,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues.  Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,numberLymphNodesExamined,Sites of metastatic neoplasm,Lymph,Lymph,Property,C13252,"A clear, transparent, sometimes faintly yellow and slightly opalescent fluid that is collected from the tissues throughout the body, flows in the lymphatic vessels (through the lymph nodes), and is eventually added to the venous blood circulation. Lymph consists of a clear liquid portion, varying numbers of white blood cells (chiefly lymphocytes), and a few red blood cells.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,numberLymphNodesExamined,Sites of metastatic neoplasm,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,0
Logical View.Data Model.Logical Model.edu.pitt.cabig.cae.domain.general.breast.BreastCancerTNMFinding,numberLymphNodesExamined,Sites of metastatic neoplasm,Examined,Examined,Property,C25500,Having been subjected to inspection or evaluation.,NCI,,0
