UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalLymphNodeSurgery,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.RegionalLymphNodeSurgery,An object representing surgery for the regional lymph node,Regional Lymph Node,Regional Lymph Node,ObjectClassQualifier1,C49018,A lymph node that drains lymph from a region of interest.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.SubstanceAdministration,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.SubstanceAdministration,An object representing the types of substance administered in the treatment of  tumors,Administration,Administration,ObjectClass,C25409,"The act of the dispensing, applying, or tendering of something to another, such as administration of a medicine.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.SubstanceAdministration,stopDate,The date on which the patient completes or receives the last substance administred at any facility. ,Date,Date,Property,C25164,"The particular day, month and year an event has happened or will happen.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.SubstanceAdministration,stopDate,The date on which the patient completes or receives the last substance administred at any facility. ,End,End,PropertyQualifier1,C25496,"The point or place at which something terminates in time, space, or extent.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,An object that describes how far a cancer has spread at the time of diagnosis,Collaborative Staging,Collaborative Staging,ObjectClass,C62575,"A coding system for staging of cancer bringing together the principles of Summary Stage, the TNM categories and stage groupings, and the SEER Extent of Disease (EOD) coding structure, creating a carefully selected set of data items that describe how far a cancer has spread at the time of diagnosis. The Collaborative Staging System uses a modified EOD coding system, a five-field, 10 digit system: tumor size (3 digits), extension of the primary tumor (2 digits), regional lymph node involvement (highest specific lymph node chain involved by tumor) (1 digit), the number of pathologically reviewed regional lymph nodes that are positive (2 digits), and the number of pathologically examined regional lymph nodes (2 digits).",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,extension,This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. It is based on and replaces EOD--Extension (790) and EOD--Extension Prost Path (800). This modification for CS is collapsible into AJCC T code according to the,Extension,Extension,Property,C25270,An addition to the length of something; the spreading of something into new regions.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,tumorSize,"CS Tumor Size is used to record the largest dimension, or the diameter of the primary tumor in millimeters (for example:  1 mm = 001, 1 cm = 010).",Dimension,Dimension,Property,C25483,"The magnitude of something in a particular direction, especially length or width or height.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,tumorSize,"CS Tumor Size is used to record the largest dimension, or the diameter of the primary tumor in millimeters (for example:  1 mm = 001, 1 cm = 010).",Largest,Largest,PropertyQualifier1,C25550,Greatest in size of those under consideration.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,tumorSizeExtEvaluation,"This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. ?CS Tumor Size/Ext Eval? records how the codes for ""CS Tumor Size? [2800] and ?CS Extension? [2810] were determined based on the diagnostic methods employed. T",Means,Means,Property,C47955,A way of doing something; how a result is obtained or an end is achieved.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,tumorSizeExtEvaluation,"This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. ?CS Tumor Size/Ext Eval? records how the codes for ""CS Tumor Size? [2800] and ?CS Extension? [2810] were determined based on the diagnostic methods employed. T",Evaluation,Evaluation,PropertyQualifier1,C25214,"Systematic, objective appraisal of the significance, effectiveness, and impact of activities or condition according to specified objectives and criteria.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,tumorSizeExtEvaluation,"This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. ?CS Tumor Size/Ext Eval? records how the codes for ""CS Tumor Size? [2800] and ?CS Extension? [2810] were determined based on the diagnostic methods employed. T",Extension,Extension,PropertyQualifier2,C25270,An addition to the length of something; the spreading of something into new regions.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,tumorSizeExtEvaluation,"This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. ?CS Tumor Size/Ext Eval? records how the codes for ""CS Tumor Size? [2800] and ?CS Extension? [2810] were determined based on the diagnostic methods employed. T",Dimension,Dimension,PropertyQualifier3,C25483,"The magnitude of something in a particular direction, especially length or width or height.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,tumorSizeExtEvaluation,"This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. ?CS Tumor Size/Ext Eval? records how the codes for ""CS Tumor Size? [2800] and ?CS Extension? [2810] were determined based on the diagnostic methods employed. T",Largest,Largest,PropertyQualifier4,C25550,Greatest in size of those under consideration.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,lymphNodes,This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. It is based on and replaces EOD--Lymph Node Involv [810]. This modification for CS is collapsible into AJCC N code according to the sixth edition of <i>AJCC Ca,Regional Lymph Node,Regional Lymph Node,Property,C49018,A lymph node that drains lymph from a region of interest.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,lymphNodes,This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. It is based on and replaces EOD--Lymph Node Involv [810]. This modification for CS is collapsible into AJCC N code according to the sixth edition of <i>AJCC Ca,Involvement,Involvement,PropertyQualifier1,C25548,To have a connection by participation or association or use; sharing in an activity or process.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,lymphNodesAtEvaluation,"This data item is used in CS to identify whether the M (of AJCC TNM) was clinically or pathologically diagnosed and by what methods, ""CS Mets Eval"" is used to derive the Derived AJCC M Descriptor [2990].",Means,Means,Property,C47955,A way of doing something; how a result is obtained or an end is achieved.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,lymphNodesAtEvaluation,"This data item is used in CS to identify whether the M (of AJCC TNM) was clinically or pathologically diagnosed and by what methods, ""CS Mets Eval"" is used to derive the Derived AJCC M Descriptor [2990].",Evaluation,Evaluation,PropertyQualifier1,C25214,"Systematic, objective appraisal of the significance, effectiveness, and impact of activities or condition according to specified objectives and criteria.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,lymphNodesAtEvaluation,"This data item is used in CS to identify whether the M (of AJCC TNM) was clinically or pathologically diagnosed and by what methods, ""CS Mets Eval"" is used to derive the Derived AJCC M Descriptor [2990].",Regional Lymph Node,Regional Lymph Node,PropertyQualifier2,C49018,A lymph node that drains lymph from a region of interest.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,lymphNodesAtEvaluation,"This data item is used in CS to identify whether the M (of AJCC TNM) was clinically or pathologically diagnosed and by what methods, ""CS Mets Eval"" is used to derive the Derived AJCC M Descriptor [2990].",Involvement,Involvement,PropertyQualifier3,C25548,To have a connection by participation or association or use; sharing in an activity or process.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,metEvaluation,"This belongs to the set of Collaborative Staging (CS) data items and is part of the detailed site-specific codes for anatomic EOD effective with 2004 diagnosis. It replaces data items 1090, 1100, and 1110 (Site of Distant Met 1-3).  This modification for ",Means,Means,Property,C47955,A way of doing something; how a result is obtained or an end is achieved.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,metEvaluation,"This belongs to the set of Collaborative Staging (CS) data items and is part of the detailed site-specific codes for anatomic EOD effective with 2004 diagnosis. It replaces data items 1090, 1100, and 1110 (Site of Distant Met 1-3).  This modification for ",Evaluation,Evaluation,PropertyQualifier1,C25214,"Systematic, objective appraisal of the significance, effectiveness, and impact of activities or condition according to specified objectives and criteria.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,metEvaluation,"This belongs to the set of Collaborative Staging (CS) data items and is part of the detailed site-specific codes for anatomic EOD effective with 2004 diagnosis. It replaces data items 1090, 1100, and 1110 (Site of Distant Met 1-3).  This modification for ",Metastatic Malignant Neoplasm,Metastatic Malignant Neoplasm,PropertyQualifier2,C36263,A malignant tumor that has spread from its original (primary) site of growth to another site close to or distant from the primary site.--2004,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,metAtDiagnosis,"This data item is used in CS to identify whether the M (of AJCC TNM) was clinically or pathologically diagnosed and by what methods, ""CS Mets Eval"" is used to derive the Derived AJCC M Descriptor [2990].",Diagnosis,Diagnosis,Property,C15220,"The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,metAtDiagnosis,"This data item is used in CS to identify whether the M (of AJCC TNM) was clinically or pathologically diagnosed and by what methods, ""CS Mets Eval"" is used to derive the Derived AJCC M Descriptor [2990].",Metastatic Malignant Neoplasm,Metastatic Malignant Neoplasm,PropertyQualifier1,C36263,A malignant tumor that has spread from its original (primary) site of growth to another site close to or distant from the primary site.--2004,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,metAtDiagnosis,"This data item is used in CS to identify whether the M (of AJCC TNM) was clinically or pathologically diagnosed and by what methods, ""CS Mets Eval"" is used to derive the Derived AJCC M Descriptor [2990].",Present,Present,PropertyQualifier2,C25626,Being or existing in a specified place or at the specified time.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedTumorStage,"This is the AJCC ?T? component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.",T Stage,T Stage,Property,C25728,"One criteria of the TMN staging system.  T refers to the extent of tumor involvement at the primary site (T, followed by a number indicating size and depth of invasion).",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedTumorStage,"This is the AJCC ?T? component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.",Derived,Derived,PropertyQualifier1,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedTumorDescriptor,"This is the AJCC ?T Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",Description,Description,Property,C25365,"A written or verbal account, representation, statement, or explanation of something.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedTumorDescriptor,"This is the AJCC ?T Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",T Stage,T Stage,PropertyQualifier1,C25728,"One criteria of the TMN staging system.  T refers to the extent of tumor involvement at the primary site (T, followed by a number indicating size and depth of invasion).",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedTumorDescriptor,"This is the AJCC ?T Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",Derived,Derived,PropertyQualifier2,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedNodeStage,"This is the AJCC ?N? component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.",N Stage,N Stage,Property,C25580,One criteria of the TMN staging system.  N refers to the extent of lymph node involvement.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedNodeStage,"This is the AJCC ?N? component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.",Derived,Derived,PropertyQualifier1,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedNodeDescriptor,"This is the AJCC ?N Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",Description,Description,Property,C25365,"A written or verbal account, representation, statement, or explanation of something.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedNodeDescriptor,"This is the AJCC ?N Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",N Stage,N Stage,PropertyQualifier1,C25580,One criteria of the TMN staging system.  N refers to the extent of lymph node involvement.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedNodeDescriptor,"This is the AJCC ?N Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",Derived,Derived,PropertyQualifier2,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedMetStage,"This is the AJCC ?M? component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.",M Stage,M Stage,Property,C25727,One criteria of the TMN staging system.  M refers to the presence of metastasis.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedMetStage,"This is the AJCC ?M? component that is derived from coded fields, using the CS algorithm, effective with 2004 diagnosis.",Derived,Derived,PropertyQualifier1,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedMetDescriptor,"This is the AJCC ?M Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",Description,Description,Property,C25365,"A written or verbal account, representation, statement, or explanation of something.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedMetDescriptor,"This is the AJCC ?M Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",M Stage,M Stage,PropertyQualifier1,C25727,One criteria of the TMN staging system.  M refers to the presence of metastasis.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedMetDescriptor,"This is the AJCC ?M Descriptor"" component that is derived from coded fields using the CS algorithm, effective with 2004 diagnosis.",Derived,Derived,PropertyQualifier2,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedAJCCStage,"This is the AJCC ""Stage Group"" component that is derived from the CS detailed site-specific codes, using the CS from the CS algorithm effective with 2004 diagnosis.",Stage,Stage,Property,C16899,"The extent of a cancer within the body, especially whether the disease has spread from the original site to other parts of the body.",NCI-GLOSS,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedAJCCStage,"This is the AJCC ""Stage Group"" component that is derived from the CS detailed site-specific codes, using the CS from the CS algorithm effective with 2004 diagnosis.",American Joint Committee on Cancer,American Joint Committee on Cancer,PropertyQualifier1,C39315,A group formed for the purpose of developing a system of clinical staging for cancer that is acceptable to the American medical profession and is compatible with other accepted classifications.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedAJCCStage,"This is the AJCC ""Stage Group"" component that is derived from the CS detailed site-specific codes, using the CS from the CS algorithm effective with 2004 diagnosis.",Derived,Derived,PropertyQualifier2,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedSEERSummary1977,This item is the derived ?SEER Summary Stage 1977? from the CS algorithm (or EOD codes) effective with 2004 diagnosis.,Stage,Stage,Property,C16899,"The extent of a cancer within the body, especially whether the disease has spread from the original site to other parts of the body.",NCI-GLOSS,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedSEERSummary1977,This item is the derived ?SEER Summary Stage 1977? from the CS algorithm (or EOD codes) effective with 2004 diagnosis.,Derived,Derived,PropertyQualifier1,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedSEERSummary1977,This item is the derived ?SEER Summary Stage 1977? from the CS algorithm (or EOD codes) effective with 2004 diagnosis.,Summary Staging Guide 1977,Summary Staging Guide 1977,PropertyQualifier2,C62611,An international coding scheme for tumors. These rules governed staging for cases diagnosed before 2001.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedSEERSummary2000,This item is the derived ?SEER Summary Stage 2000? from the CS algorithm (or EOD codes) effective with 2004 diagnosis.,Stage,Stage,Property,C16899,"The extent of a cancer within the body, especially whether the disease has spread from the original site to other parts of the body.",NCI-GLOSS,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedSEERSummary2000,This item is the derived ?SEER Summary Stage 2000? from the CS algorithm (or EOD codes) effective with 2004 diagnosis.,Derived,Derived,PropertyQualifier1,C42885,"To take, obtain, or receive from a source; having been determined by mathematical computation.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,derivedSEERSummary2000,This item is the derived ?SEER Summary Stage 2000? from the CS algorithm (or EOD codes) effective with 2004 diagnosis.,SEER Summary Staging Manual 2000,SEER Summary Staging Manual 2000,PropertyQualifier2,C62610,An international coding scheme for tumors. The SSS2000 is an update and clarification of the Summary Staging Guide (1977).,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor1,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Factor,Factor,Property,C25506,Anything that contributes causally to a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor1,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Anatomic Site,Anatomic Site,PropertyQualifier1,C13717,Named locations of or within the body.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor1,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",First,First,PropertyQualifier2,C25509,Preceding all others in time or space or degree.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor2,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Factor,Factor,Property,C25506,Anything that contributes causally to a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor2,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Anatomic Site,Anatomic Site,PropertyQualifier1,C13717,Named locations of or within the body.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor2,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Second,Second,PropertyQualifier2,C25666,Coming next after the first in position in space or time or degree or magnitude.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor3,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Factor,Factor,Property,C25506,Anything that contributes causally to a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor3,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Anatomic Site,Anatomic Site,PropertyQualifier1,C13717,Named locations of or within the body.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor3,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Third,Third,PropertyQualifier2,C25260,Following the second position in an ordering or series; coming next after the second and just before the fourth in position.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor4,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Factor,Factor,Property,C25506,Anything that contributes causally to a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor4,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Anatomic Site,Anatomic Site,PropertyQualifier1,C13717,Named locations of or within the body.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor4,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Fourth,Fourth,PropertyQualifier2,C54566,Following the third position in an ordering or series; coming next after the third and just before the fifth in position.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor5,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Factor,Factor,Property,C25506,Anything that contributes causally to a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor5,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Anatomic Site,Anatomic Site,PropertyQualifier1,C13717,Named locations of or within the body.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor5,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Fifth,Fifth,PropertyQualifier2,C54567,Following the fourth position in an ordering or series; coming next after the fourth and just before the sixth in position.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor6,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Factor,Factor,Property,C25506,Anything that contributes causally to a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor6,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Anatomic Site,Anatomic Site,PropertyQualifier1,C13717,Named locations of or within the body.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.CollaborativeStaging,siteSpecificFactor6,"The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic factors that have an effect on stage or survival.",Sixth,Sixth,PropertyQualifier2,C54568,Following the fifth position in an ordering or series; coming next after the fifth and just before the seventh in position.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Factor,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Factor,An object which provide an optional area for coding information needed for stage.,Factor,Factor,ObjectClass,C25506,Anything that contributes causally to a result.,NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Factor,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.Factor,description,"This belongs to the set of Collaborative Staging (CS) data items effective with 2004 diagnosis. The ?CS Site-Specific Factor? items (1-6) are used to code additional site-specific information needed to derive TNM or AJCC stage, or to code prognostic facto",Description,Description,Property,C25365,"A written or verbal account, representation, statement, or explanation of something.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PatientIdentifier,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PatientIdentifier,An object representing the patient's medical record number.,Identifier,Identifier,ObjectClass,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PatientIdentifier,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PatientIdentifier,An object representing the patient's medical record number.,Patient,Patient,ObjectClassQualifier1,C16960,"A person who receives medical attention, care, or treatment, or who is registered with medical professional or institution with the purpose to receive medical care when necessary.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PatientIdentifier,id,System generated internal identifier,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PatientIdentifier,medicalRecordNumber,Records medical record number used by the facility to identify the patient.,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.PatientIdentifier,medicalRecordNumber,Records medical record number used by the facility to identify the patient.,Medical Record,Medical Record,PropertyQualifier1,C45258,"A chronological written account of a patient's examination and treatment that includes the patient's medical history and complaints, the physician's physical findings, the results of diagnostic tests and procedures, and medications and therapeutic procedures. (dictionary.com)",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DiseaseExtent,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DiseaseExtent,"An object representing disease data; provides access to clinical, pathological, and metatasis data",Extent,Extent,ObjectClass,C25332,"The range, magnitude, or distance over which a thing spans an interval of distance, space, or time.",NCI,,1
Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DiseaseExtent,Logical View.Logical Model.java.edu.duke.cabig.tumorregistry.domain.DiseaseExtent,"An object representing disease data; provides access to clinical, pathological, and metatasis data",Diseases and Disorders,Diseases and Disorders,ObjectClassQualifier1,C2991,"Any abnormal condition of the body or mind that causes discomfort, dysfunction, or distress to the person affected or those in contact with the person. Sometimes the term is used broadly to include injuries, disabilities, syndromes, symptoms, deviant behaviors, and atypical variations of structure and function. (from Wikipedia)",NCI,,1
